collection_record_id,phase_number,phase_id,phase_title,source_audit,blocker_id,evidence_file_type,evidence_key,gap_status,local_public_shell_value,production_evidence_missing,accepted_for_blocker_closure,collection_status,allowed_collection_mode,owner_review_lane,external_dependency_required,engineering_implementation_required,human_review_required,manual_collection_required,requires_separate_execution_request,execution_authorized,evidence_collection_authorized,next_human_action,notes
ECP-058,2,phase_2_data_and_operations_resilience,Data recovery and production operations,phase_b_product/commercial_readiness/phase_2_data_operations_gap_audit/phase_2_data_operations_gap_audit.local.json,production_restore_policy,production_data_operations_evidence,customer_notification_boundary_approved,missing_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,data_operations,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-059,2,phase_2_data_and_operations_resilience,Data recovery and production operations,phase_b_product/commercial_readiness/phase_2_data_operations_gap_audit/phase_2_data_operations_gap_audit.local.json,production_restore_policy,production_data_operations_evidence,incident_response_handoff_approved,missing_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,data_operations,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-060,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,support_contact,production_support_sla_evidence,customer_facing_support_contact_configured,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-061,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,support_contact,production_support_sla_evidence,support_contact_owner_named,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-062,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,support_contact,production_support_sla_evidence,support_contact_test_recorded,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-063,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,support_contact,production_support_sla_evidence,abuse_handling_path_defined,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-064,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,support_contact,production_support_sla_evidence,customer_notice_route_defined,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-065,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,customer_support,production_support_sla_evidence,staffed_support_process_defined,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-066,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,customer_support,production_support_sla_evidence,case_triage_workflow_defined,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-067,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,customer_support,production_support_sla_evidence,customer_communication_template_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-068,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,customer_support,production_support_sla_evidence,support_case_audit_trail_available,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-069,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,customer_support,production_support_sla_evidence,handoff_to_engineering_defined,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-070,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,sla,production_support_sla_evidence,human_approved_sla_terms,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-071,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,sla,production_support_sla_evidence,support_hours_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-072,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,sla,production_support_sla_evidence,response_targets_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-073,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,sla,production_support_sla_evidence,severity_definitions_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-074,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,sla,production_support_sla_evidence,exclusions_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-075,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,sla,production_support_sla_evidence,legal_review_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,support_operations,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-076,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,formal_security_review,production_privacy_security_legal_evidence,formal_security_review_report,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-077,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,formal_security_review,production_privacy_security_legal_evidence,public_shell_threat_model_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-078,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,formal_security_review,production_privacy_security_legal_evidence,dependency_review_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-079,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,formal_security_review,production_privacy_security_legal_evidence,auth_and_tenant_boundary_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-080,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,formal_security_review,production_privacy_security_legal_evidence,storage_backup_and_restore_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-081,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,formal_security_review,production_privacy_security_legal_evidence,review_findings_triaged,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-082,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,privacy_notice_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-083,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,privacy_notice_published,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-084,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,data_inventory_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-085,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,controller_processor_roles_defined,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-086,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,subprocessor_inventory_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-087,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,retention_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-088,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,terms_of_service_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-089,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,terms_published,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-090,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,privacy_legal_review,production_privacy_security_legal_evidence,breach_notice_terms_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-091,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,data_processing_agreement,production_privacy_security_legal_evidence,customer_dpa_template_available,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-092,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,data_processing_agreement,production_privacy_security_legal_evidence,dpa_terms_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-093,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,data_processing_agreement,production_privacy_security_legal_evidence,subprocessor_terms_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-094,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,data_processing_agreement,production_privacy_security_legal_evidence,deletion_or_return_terms_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-095,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,data_processing_agreement,production_privacy_security_legal_evidence,customer_data_processing_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-096,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,data_processing_agreement,production_privacy_security_legal_evidence,dpa_sent_to_customer,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-097,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,security_contact_configured,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-098,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,coordinated_disclosure_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-099,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,vulnerability_case_dry_run_recorded,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-100,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,triage_owner_named,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-101,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,severity_model_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-102,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,remediation_targets_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-103,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,advisory_publication_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-104,3,phase_3_support_security_legal,"Support, security, privacy, and legal readiness",phase_b_product/commercial_readiness/phase_3_support_security_legal_gap_audit/phase_3_support_security_legal_gap_audit.local.json,vulnerability_management,production_privacy_security_legal_evidence,vulnerability_management_operational,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,security_legal_privacy,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-105,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,pricing_page,production_billing_revenue_evidence,human_approved_pricing_page_copy,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-106,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,pricing_page,production_billing_revenue_evidence,approved_plan_and_usage_terms,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-107,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,pricing_page,production_billing_revenue_evidence,legal_review_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-108,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,pricing_page,production_billing_revenue_evidence,production_readiness_non_claim_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-109,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,pricing_page,production_billing_revenue_evidence,pricing_page_publication_approval_recorded,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-110,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,payment_provider,production_billing_revenue_evidence,payment_provider_selected,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-111,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,payment_provider,production_billing_revenue_evidence,test_mode_configuration_reviewed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-112,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,payment_provider,production_billing_revenue_evidence,checkout_enablement_approval_required,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-113,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,payment_provider,production_billing_revenue_evidence,webhook_signature_validation_tested,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-114,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,payment_provider,production_billing_revenue_evidence,payment_event_redaction_reviewed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-115,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,payment_provider,production_billing_revenue_evidence,security_review_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
