workbook_row_id,blocker_id,owner_review_lane,input_group,input_key,input_kind,human_must_fill,minimum_required,codex_may_fill,human_value_placeholder,source_path,source_prompt,human_filled_input_target,status,notes
WB-051,production_restore_policy,data_operations,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,evidence_review_key,True,True,False,是（边界要求）：恢复材料不得包含凭证或 secrets；正式审查仍待完成。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-052,production_restore_policy,data_operations,policy_evidence_keys_to_review,customer_notification_boundary_approved,evidence_review_key,True,True,False,否：客户通知边界尚未批准；当前也未联系客户。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-053,production_restore_policy,data_operations,policy_evidence_keys_to_review,incident_response_handoff_approved,evidence_review_key,True,True,False,否：事故响应交接尚未批准。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-054,production_restore_policy,data_operations,policy_evidence_keys_to_review,production_restore_policy_approved,evidence_review_key,True,True,False,否：生产恢复策略尚未批准。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-055,production_restore_policy,data_operations,policy_evidence_keys_to_review,tenant_restore_boundary_approved,evidence_review_key,True,True,False,暂缓：租户恢复边界尚未批准，需在多租户生产策略确认后复核。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-056,production_monitoring,operations_engineering,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,张斌,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-057,production_monitoring,operations_engineering,metadata_fields_to_fill,review_date,metadata_field,True,True,False,2026-07-09,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-058,production_monitoring,operations_engineering,metadata_fields_to_fill,monitoring_owner,metadata_field,True,True,False,张斌（临时监控负责人；正式生产前仍需确认）,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-059,production_monitoring,operations_engineering,metadata_fields_to_fill,operations_reviewer_name,metadata_field,True,True,False,张斌（临时运维审查人；正式生产前仍需独立复核）,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-060,production_monitoring,operations_engineering,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,decision summary：生产监控仍未启用；当前仅保留本地检查与非生产说明。,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-061,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,log_retention_reviewed,evidence_review_key,True,True,False,暂缓：日志保留策略尚未正式审查。,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-062,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,metrics_coverage_approved,evidence_review_key,True,True,False,否：生产指标覆盖尚未批准。,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-063,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,monitoring_dry_run_recorded,evidence_review_key,True,True,False,否：生产监控 dry run 尚未记录；本地 smoke 不等于生产监控。,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-064,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,production_monitoring_plan_approved,evidence_review_key,True,True,False,否：生产监控方案尚未批准。,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-065,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,slo_dashboard_defined,evidence_review_key,True,True,False,否：SLO 仪表盘尚未定义。,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
